Source;Target;Weight
Ivanov;Masha;1
PraskovjaIvanovna;Tropachev;2
Anpadist;Egor;1
Karpachov;Kuzovkin;2
Karpachov;Olga;2
Kuzovkin;Masha;1
Olga;Tropachev;2
Kuzovkin;Tropachev;2
Karpachov;Tropachev;2
Olga;Trembinskij;2
DrugojGolos;Kuzovkin;1
DrugojGolos;Petr;1
Karpachov;Petr;2
Masha;PraskovjaIvanovna;1
Karpachov;Trembinskij;2
Anpadist;Olga;1
Masha;Tropachev;1
Eletskij;GolosaDevok;1
Egor;GolosaDevok;1
GolosaDevok;Masha;1
Karpachov;Masha;1
DrugojGolos;Trembinskij;1
Kuzovkin;Trembinskij;2
Anpadist;Tropachev;1
DrugojGolos;Egor;1
Egor;Tropachev;1
Kuzovkin;Petr;2
PraskovjaIvanovna;Trembinskij;2
DrugojGolos;Eletskij;1
DrugojGolos;GolosaDevok;1
Anpadist;Eletskij;1
Egor;Karpachov;1
Ivanov;Petr;2
Anpadist;Ivanov;1
Ivanov;Olga;2
Karpachov;PraskovjaIvanovna;2
GolosaDevok;Kuzovkin;1
Eletskij;Petr;2
Masha;Olga;1
Anpadist;Petr;1
Anpadist;Trembinskij;1
Petr;PraskovjaIvanovna;2
Ivanov;Kuzovkin;2
Egor;Eletskij;1
Masha;Trembinskij;1
Anpadist;Kuzovkin;1
Ivanov;Karpachov;2
DrugojGolos;Ivanov;1
Egor;Olga;1
Olga;Petr;2
Eletskij;Trembinskij;2
Eletskij;Tropachev;2
Olga;PraskovjaIvanovna;2
Egor;Trembinskij;1
Anpadist;DrugojGolos;1
Petr;Tropachev;2
Eletskij;Karpachov;2
DrugojGolos;Olga;1
GolosaDevok;Tropachev;1
Masha;Petr;1
Trembinskij;Tropachev;2
Eletskij;Masha;1
Eletskij;Kuzovkin;2
Ivanov;Trembinskij;2
Egor;Ivanov;1
Egor;Masha;1
Egor;PraskovjaIvanovna;1
Anpadist;Karpachov;1
Anpadist;PraskovjaIvanovna;1
Petr;Trembinskij;2
Eletskij;PraskovjaIvanovna;2
Anpadist;Masha;1
Egor;Kuzovkin;1
Egor;Petr;1
GolosaDevok;Trembinskij;1
GolosaDevok;Karpachov;1
DrugojGolos;Masha;1
DrugojGolos;Karpachov;1
GolosaDevok;Ivanov;1
Kuzovkin;Olga;2
DrugojGolos;PraskovjaIvanovna;1
GolosaDevok;Olga;1
Anpadist;GolosaDevok;1
Eletskij;Olga;2
Ivanov;PraskovjaIvanovna;2
DrugojGolos;Tropachev;1
GolosaDevok;PraskovjaIvanovna;1
Kuzovkin;PraskovjaIvanovna;2
Eletskij;Ivanov;2
Ivanov;Tropachev;2
GolosaDevok;Petr;1
