"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"Solenyj";0;0,0769230769230769;51;13;13;1
"2";"Ferapont";0;0,0769230769230769;51;13;13;1
"3";"Andrej";0;0,0769230769230769;51;13;13;1
"4";"Anfisa";0;0,0769230769230769;51;13;13;1
"5";"Natasha";0;0,0769230769230769;51;13;13;1
"6";"Olga";0;0,0769230769230769;51;13;13;1
"7";"Irina";0;0,0769230769230769;51;13;13;1
"8";"Masha";0;0,0769230769230769;51;13;13;1
"9";"Chebutykin";0;0,0769230769230769;51;13;13;1
"10";"Fedotik";0;0,0769230769230769;51;13;13;1
"11";"Kulygin";0;0,0769230769230769;51;13;13;1
"12";"Rode";0;0,0769230769230769;39;13;13;1
"13";"Tuzenbah";0;0,0769230769230769;51;13;13;1
"14";"Vershinin";0;0,0769230769230769;51;13;13;1
